"1","cernym0","Martin","Černý","679ea39e4d0980a5bf670eae556a2253","cernym0@telekom.ad12.cz","6"
"5","nemcol0","Libuše","Němcová","b49f73766569403c7a562ece6613169b","nemcol0@uit.ad12.cz","1"
"6","cernym2","Milan","Černý","59dd415789c0f5b9f2a82083dfc118cf","cernym2@infrast.ad12.cz","2"
"7","dvoram0","Marcela","Dvořáková","d7fee59c28fcb24749998b4700390003","dvoram0@logsys.ad12.cz","5"
"13","cernym3","Michal","Černý","bf977226584ec6a216a0e7b6314e56e2","cernym3@uit.ad12.cz","1"
"15","kopecd0","Dana","Kopecká","d74ee314329dc5be7171b2535b69cbfb","kopecd0@sez.ad12.cz","3"
"16","blazki0","Ivana","Blažková","d1dbb3c6f4b4fcb3cfeecfeab6649866","","6"
"18","novotm0","Marcela","Novotná","8f71e5a47c615fc43ac2181bdf39dfde","novotm0@uit.ad12.cz","1"
"21","svoboe0","Eva","Svobodová","bd454ceb07bd2174f910c91a72b37b87","svoboe0@uit.ad12.cz","1"
"22","cernyj1","Josef","Černý","bd9f0bfe65ca8d77828a1fd170ba1866","cernyj1@sez.ad12.cz","3"
"24","cernyj2","Jan","Černý","4aa63e8bef00b5f2ad47953fdbdece1b","cernyj2@infrast.ad12.cz","2"
"25","bartoj0","Josef","Bartoš","48440b728f26d8ebeb0a8f77bef4d425","","6"
"29","horakj0","Jiří","Horák","2533f72b26aa8ab29ac316b6be95028e","horakj0@uit.ad12.cz","1"
"31","kraloh0","Hana","Králová","b812a88071fedebfa6f7c3ae6ad02c67","kraloh0@uit.ad12.cz","1"
"32","svobob0","Barbora","Svobodová","604192a610090f1006c99defbe3e8c91","svobob0@sez.ad12.cz","3"
"34","pospij0","Jiří","Pospíšil","f7ed575f1b79b8af076462178653f1bf","pospij0@uit.ad12.cz","1"
"36","cermap0","Petr","Čermák","9d42e8b0da1826b18a0f3bdd450670a6","cermap0@telekom.ad12.cz","6"
"39","svoboh0","Hana","Svobodová","c11d1b01a8c2f50fca049b52b4b0f96d","svoboh0@telekom.ad12.cz","6"
"41","kovarg0","Gabriela","Kovářová","e3fc3fa7a2f4847dab3bbd33e351afc9","kovarg0@infrast.ad12.cz","2"
"42","kratoj0","Josef","Kratochvíl","eb426bba26e786b3c1b070a8a56c8194","kratoj0@uit.ad12.cz","1"
"43","novakp1","Pavlína","Nováková","6159015bb828b3956e0a4f0a47c8ad98","novakp1@sez.ad12.cz","3"
"44","novotl0","Ladislav","Novotný","3e9add85cea46ca696de84055bbc0b07","novotl0@telekom.ad12.cz","6"
"45","urbanj0","Jiří","Urban","ba22a2897dd9107bb613e2699fff22d6","","2"
"46","prochm1","Marie","Procházková","bb6776c389416c76d0b14576a442c72e","prochm1@uit.ad12.cz","1"
"47","jelinj0","Jana","Jelínková","bc4b19d6145da0e713fd81c6ebb3f13c","jelinj0@infrast.ad12.cz","2"
"51","vlcekv0","Vladimír","Vlček","abff263611ba312b42fd5e31d8c73f2b","vlcekv0@logsys.ad12.cz","5"
"52","navram0","Marie","Navrátilová","10840f7825d9a8b79445e6daa971dfca","","5"
"57","svoboj0","Jana","Svobodová","6ff891245c80473f66b83222ec3b51af","svoboj0@uit.ad12.cz","1"
"59","kralj0","Jan","Král","a1f15ec1ddd600fe75d3a01fb708cb10","kralj0@infrast.ad12.cz","2"
"60","sedlao0","Olga","Sedláčková","c5b722976942aa6d2e487fc9f45f16fe","sedlao0@sez.ad12.cz","3"
"62","fialoj1","Jana","Fialová","c00f44511c368e2bb6be30d3f4e3c482","fialoj1@logsys.ad12.cz","5"
"63","dvorap0","Pavlína","Dvořáková","d2dc031fd45ffeda546262574f23284e","","5"
"65","svobom0","Marie","Svobodová","f5637f955de4243b7c28a0e8e7782ae8","svobom0@telekom.ad12.cz","6"
"66","pospiz0","Zuzana","Pospíšilová","9e2425bcf4f5e44ebbfe63e03d35df49","","5"
"67","fialom0","Marie","Fialová","ee0d9f6b1610e7eb061bef6696b588a6","","1"
"68","svobos0","Stanislav","Svoboda","3abeb0e8e0184b361085bed24f79964b","svobos0@sez.ad12.cz","3"
"69","horakj1","Jaroslav","Horák","8cdd833841cb344f66e0a1eec5fe9cfb","horakj1@telekom.ad12.cz","6"
"71","cernyj3","Jiří","Černý","eed3fbada9804cd98ba624e35b271eeb","cernyj3@uit.ad12.cz","1"
"73","urbanj1","Jiří","Urban","81438508ddecd9d0d7ceaa95fce5c1d1","urbanj1@telekom.ad12.cz","6"
"74","kratog0","Gabriela","Kratochvílová","884b053357fe5d8a7f29d51a9aed2482","","2"
"75","urbane0","Eva","Urbanová","894c19187f4f5fa98fd223c667b4c940","urbane0@logsys.ad12.cz","5"
"79","prochv1","Vladimír","Procházka","15ea590c0ade6d9e20b794bb47b92168","prochv1@telekom.ad12.cz","6"
"80","markoj1","Jitka","Marková","d30ac36631da6595d0a3d16a305009a7","markoj1@telekom.ad12.cz","6"
"82","svobok0","Kateřina","Svobodová","973e8552504ebee6c3ec4502f0a5fbeb","svobok0@uit.ad12.cz","1"
"83","novotj0","Jaroslava","Novotná","7ff38cb00b689c6d962ffcd630bbb78a","novotj0@logsys.ad12.cz","5"
"86","novakm0","Miroslav","Novák","78bdad4f2f9c219711982470ed432df7","novakm0@telekom.ad12.cz","6"
"87","novakm1","Milan","Novák","37795238820d4f7b1ff29759e728e944","novakm1@infrast.ad12.cz","2"
"88","pospim0","Miroslav","Pospíšil","8ec12e7ced3bc5db750b55215d865d04","","1"
"90","novakm2","Milan","Novák","73629a4bc7115a9f7df72b448c4f21cc","novakm2@telekom.ad12.cz","6"
"91","zemanf0","František","Zeman","a04a62c6577c53ed6ec717b845284152","zemanf0@infrast.ad12.cz","2"
"92","kovarm0","Miroslava","Kovářová","0f09828ce5939c680d26a3c650afe100","","1"
"96","markol0","Lenka","Marková","46bdba42fe6d972652107431b4646565","markol0@infrast.ad12.cz","2"
"98","kralv0","Václav","Král","86b3328f2bb733a35018116ae423cb9a","kralv0@uit.ad12.cz","1"
"99","hajekv0","Vladimír","Hájek","83719c6c8444e9c12db51e63fe541c23","hajekv0@sez.ad12.cz","3"
"100","kucerj0","Josef","Kučera","5ba72dd2dd867843320dfc3fc6dad6b1","kucerj0@infrast.ad12.cz","2"
"101","pospih0","Hana","Pospíšilová","a559ea5ed9ce7cd65ce42c67603d5da0","","4"
"103","prochj1","Josef","Procházka","dbcc067fc8014ff3233dae39c6b4d826","prochj1@logsys.ad12.cz","5"
"104","proche0","Eva","Procházková","29a7325a5d7157a54f0fcccc76211fda","","6"
"106","kolarj0","Jana","Kolářová","4712e7f84b69e17f39897673fdb393ee","","6"
"108","nemecm0","Milan","Němec","b07d817b022abab31cd27ac68cf33c79","nemecm0@uit.ad12.cz","1"
"111","dolezf0","František","Doležal","0db4fd340efa62f46665f47d08ff8355","dolezf0@telekom.ad12.cz","6"
"113","fialod0","Dagmar","Fialová","4c81b1447ed868ddac2500e06d7ea92b","fialod0@infrast.ad12.cz","2"
"114","horakh0","Hana","Horáková","dc571cd2dfa15c815614e5d7f051affd","horakh0@sez.ad12.cz","3"
"116","veselp1","Pavlína","Veselá","c25b7826b3049a22a35f92b70208f133","veselp1@sez.ad12.cz","3"
"118","kolarm0","Markéta","Kolářová","70759eaea597cee2bba198c89547e6b6","kolarm0@merici.ad12.cz","4"
"120","horakr0","Renata","Horáková","58733d28c98e4507da1f625be2b4fd60","horakr0@infrast.ad12.cz","2"
"122","marekj0","Josef","Marek","73497490e4eb36ca7d05943a141960dd","","1"
"123","pokorf0","František","Pokorný","63590b1ad6c041b64155ded6d63cf45f","","1"
"124","pospip1","Petr","Pospíšil","817d228310c9c608d7f62f00ccc1d4a6","","3"
"126","kratov0","Vladimír","Kratochvíl","5b5677c114348b36fb91edf1b11db930","kratov0@infrast.ad12.cz","2"
"127","svobop1","Pavla","Svobodová","819cae923a19a06c1d8fc2c833526513","svobop1@uit.ad12.cz","1"
"131","svobom2","Michal","Svoboda","2cc540d3914a39b713b02bd09e25a095","svobom2@sez.ad12.cz","3"
"132","prochr0","Radek","Procházka","b453d9ea7a8f46cbc36711414c411da6","prochr0@telekom.ad12.cz","6"
"135","cernal0","Lenka","Černá","277bedc434a83c528128be16a1db3e14","cernal0@merici.ad12.cz","4"
"140","novakh0","Hana","Nováková","47f3bcf164233b3f8ea67d0eca316831","novakh0@uit.ad12.cz","1"
"141","simekm0","Martin","Šimek","e8f9e28b6d4db8054bddaf505d065722","simekm0@uit.ad12.cz","1"
"145","hajkol0","Ludmila","Hájková","8f9705d189d86c9689450c1b92d90ede","hajkol0@infrast.ad12.cz","2"
"146","pospiz1","Zdeněk","Pospíšil","764ff48d88a7bb84bfdcadea45fea061","pospiz1@telekom.ad12.cz","6"
"148","sedlaf0","František","Sedláček","ee3d0c4cc583b58b4dd5004be9418406","sedlaf0@telekom.ad12.cz","6"
"149","nemcoe0","Eva","Němcová","443713291bad8d2842e2da095bbef671","nemcoe0@uit.ad12.cz","1"
"151","horaka0","Aleš","Horák","addca7c3b940dbf40cd255592abacc95","horaka0@uit.ad12.cz","1"
"153","vlckom0","Marie","Vlčková","9ae7fb63d7e305fe9b9637633f4d3f90","vlckom0@telekom.ad12.cz","6"
"155","simekp0","Petr","Šimek","5fadda577aab54aae9a29bbbaa401a54","simekp0@uit.ad12.cz","1"
"158","simkov0","Vlasta","Šimková","7ecc1606a14991eea91300699681c3b7","simkov0@logsys.ad12.cz","5"
"159","ruzicl0","Lenka","Růžičková","6f105f3292057f75c9a748bfe8613d8b","","6"
"162","cernai0","Iveta","Černá","3b59490d39c4d7ebece52832a32d9896","cernai0@uit.ad12.cz","1"
"164","zemanp0","Petr","Zeman","5c48d02ff85f8bb030a248e522c3948a","zemanp0@infrast.ad12.cz","2"
"165","fialar0","Roman","Fiala","8ee4bb4824016e45e350e5d816c6335c","fialar0@sez.ad12.cz","3"
"166","dvoram1","Marie","Dvořáková","03c276b0365b1651e39b0c745f55552d","dvoram1@sez.ad12.cz","3"
"170","markoe0","Eva","Marková","6d2fe0e47a100b5c9ae28da0eb31ee75","markoe0@logsys.ad12.cz","5"
"171","ruzicm1","Miroslav","Růžička","dcca7e0b0ee74c2b6f81b95afcd1df8d","ruzicm1@uit.ad12.cz","1"
"173","novotz0","Zdeněk","Novotný","6260e9be273f10be2a259c3753809416","novotz0@uit.ad12.cz","1"
"176","kolarz0","Zdeněk","Kolář","1acc368d57a7ab9ae694ee2e37e16751","","6"
"177","dvoraj0","Jana","Dvořáková","f254a96631f8cd62b44b6f8c39df3b92","","3"
"178","cernyl0","Ladislav","Černý","a88ba5aa4319fd83c464ba0698039545","cernyl0@uit.ad12.cz","1"
"180","svoboj2","Jiří","Svoboda","67515aca0b644eb68d3e23c24dfbffac","svoboj2@sez.ad12.cz","3"
"184","prochj2","Jana","Procházková","31b0c9f33855500f4b25b871debf3a0f","prochj2@telekom.ad12.cz","6"
"188","fialom1","Michaela","Fialová","24601d94bc356d6a0b6c0e97025fd1c7","fialom1@uit.ad12.cz","1"
"191","novoti0","Ivana","Novotná","8d2ce209043591748b87b0075c38fbfa","novoti0@sez.ad12.cz","3"
"194","horakm2","Marta","Horáková","bca4a8ae3634e85ad5896a8516c53c78","horakm2@uit.ad12.cz","1"
"195","novota0","Andrea","Novotná","01c3d97603b7abd90bb52ff378d3fb8d","","2"
"197","jelinr0","Roman","Jelínek","0e2011521cbf4850dfcd2a30e84a3ee7","jelinr0@sez.ad12.cz","3"
"199","kovarp0","Petr","Kovář","361155b3867b807b3e631af1f8f87685","kovarp0@uit.ad12.cz","1"
"202","kralj1","Jiří","Král","1105c2dbf15beccd63d350e9d26719a3","kralj1@uit.ad12.cz","1"
"203","dvoram2","Michal","Dvořák","5ee102a5f48461bff41e9e3cdcc90923","","3"
